"Symbol","Name","Entrez.ID","Ensembl.ID"
"","","0","ENSG00000244998.1"
"","","0","ENSG00000245008.3"
"LINC02453","long intergenic non-protein coding RNA 2453","643770","ENSG00000245017.2"
"","","0","ENSG00000245025.2"
"","","0","ENSG00000245059.2"
"LINC00847","long intergenic non-protein coding RNA 847","729678","ENSG00000245060.6"
"IGFBP7-AS1","IGFBP7 antisense RNA 1","255130","ENSG00000245067.6"
"MIR3150BHG","MIR3150B host gene","105375650","ENSG00000245080.6"
"A2M-AS1","A2M antisense RNA 1","144571","ENSG00000245105.2"
"SMARCA5-AS1","SMARCA5 antisense RNA 1","100128055","ENSG00000245112.2"
"MALINC1","mitosis associated long intergenic non-coding RNA 1","100505636","ENSG00000245146.6"
"ARAP1-AS2","ARAP1 antisense RNA 2","100506020","ENSG00000245148.2"
"RNF139-AS1","RNF139 antisense RNA 1 (head to head)","101927612","ENSG00000245149.3"
"","","0","ENSG00000245156.1"
"LINC00861","long intergenic non-protein coding RNA 861","100130231","ENSG00000245164.6"
"EEF1A1P4","eukaryotic translation elongation factor 1 alpha 1 pseudogene 4","100421854","ENSG00000245205.3"
"","","0","ENSG00000245213.6"
"USP2-AS1","USP2 antisense RNA 1 (head to head)","100499227","ENSG00000245248.7"
"","","0","ENSG00000245261.1"
"SAP30L-AS1","SAP30L antisense RNA 1 (head to head)","386627","ENSG00000245275.7"
"","","0","ENSG00000245281.6"
"","","0","ENSG00000245293.2"
"ARNTL2-AS1","ARNTL2 antisense RNA 1","101928646","ENSG00000245311.2"
"","","0","ENSG00000245317.2"
"","","0","ENSG00000245322.6"
"","","0","ENSG00000245330.4"
"CXXC4-AS1","CXXC4 antisense RNA 1","101929468","ENSG00000245384.1"
"","","0","ENSG00000245385.2"
"","","0","ENSG00000245466.1"
"LINC02447","long intergenic non-protein coding RNA 2447","730971","ENSG00000245468.3"
"LINC01585","long intergenic non-protein coding RNA 1585","101929765","ENSG00000245479.2"
"","","0","ENSG00000245482.2"
"","","0","ENSG00000245498.6"
"","","0","ENSG00000245522.2"
"LINC00461","long intergenic non-protein coding RNA 461","645323","ENSG00000245526.9"
"NEAT1","nuclear paraspeckle assembly transcript 1","283131","ENSG00000245532.6"
"RORA-AS1","RORA antisense RNA 1","101928784","ENSG00000245534.6"
"","","0","ENSG00000245552.6"
"SCAMP1-AS1","SCAMP1 antisense RNA 1","728769","ENSG00000245556.2"
"FAM111A-DT","FAM111A divergent transcript","101927204","ENSG00000245571.6"
"BDNF-AS","BDNF antisense RNA","497258","ENSG00000245573.7"
"DACT3-AS1","DACT3 antisense RNA 1","100506068","ENSG00000245598.6"
"DDX11-AS1","DDX11 antisense RNA 1","100506660","ENSG00000245614.3"
"","","0","ENSG00000245648.1"
"","","0","ENSG00000245651.2"
"LINC02211","long intergenic non-protein coding RNA 2211","105374693","ENSG00000245662.2"
"","","0","ENSG00000245667.2"
"","","0","ENSG00000245680.9"
"FRG1-DT","FRG1 divergent transcript",NA,"ENSG00000245685.6"
"","","0","ENSG00000245688.1"
"CRNDE","colorectal neoplasia differentially expressed","643911","ENSG00000245694.9"
"NADK2-AS1","NADK2 antisense RNA 1",NA,"ENSG00000245711.2"
"","","0","ENSG00000245719.1"
"LINC02226","long intergenic non-protein coding RNA 2226","729506","ENSG00000245729.2"
"","","0","ENSG00000245748.1"
"DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration","145837","ENSG00000245750.7"
"","","0","ENSG00000245768.6"
"LINC02202","long intergenic non-protein coding RNA 2202","101927740","ENSG00000245812.2"
"MIR4300HG","MIR4300 host gene","101928989","ENSG00000245832.6"
"CEBPA","CCAAT enhancer binding protein alpha","1050","ENSG00000245848.2"
"RAD51-AS1","RAD51 antisense RNA 1","100505648","ENSG00000245849.6"
"","","0","ENSG00000245857.2"
"MEF2C-AS2","MEF2C antisense RNA 2",NA,"ENSG00000245864.2"
"","","0","ENSG00000245869.2"
"LINC00682","long intergenic non-protein coding RNA 682",NA,"ENSG00000245870.3"
"NSMCE1-DT","NSMCE1 divergent transcript","400512","ENSG00000245888.6"
"","","0","ENSG00000245904.3"
"SNHG6","small nucleolar RNA host gene 6","641638","ENSG00000245910.8"
"","","0","ENSG00000245928.2"
"LINC01184","long intergenic non-protein coding RNA 1184","644873","ENSG00000245937.7"
"LINC02273","long intergenic non-protein coding RNA 2273","100996286","ENSG00000245954.6"
"","","0","ENSG00000245958.6"
"","","0","ENSG00000245970.2"
"","","0","ENSG00000245975.2"
"LINC01513","long intergenic non-protein coding RNA 1513",NA,"ENSG00000246016.2"
"ALDH1L1-AS2","ALDH1L1 antisense RNA 2",NA,"ENSG00000246022.2"
"RAB30-AS1","RAB30 antisense RNA 1 (head to head)","100506233","ENSG00000246067.7"
"NUDT16P1","nudix hydrolase 16 pseudogene 1","152195","ENSG00000246082.2"
"LINC02325","long intergenic non-protein coding RNA 2325","101929241","ENSG00000246084.2"
"","","0","ENSG00000246089.3"
"","","0","ENSG00000246090.6"
"LINC01096","long intergenic non-protein coding RNA 1096","285548","ENSG00000246095.2"
"LINC00900","long intergenic non-protein coding RNA 900","283143","ENSG00000246100.3"
"SUPT4H1P2","SPT4 homolog, DSIF elongation factor subunit pseudogene 2","100287625","ENSG00000246115.3"
"","","0","ENSG00000246130.1"
"RRS1-AS1","RRS1 antisense RNA 1 (head to head)","100505676","ENSG00000246145.1"
"KCTD21-AS1","KCTD21 antisense RNA 1","100289388","ENSG00000246174.7"
"","","0","ENSG00000246203.2"
"P4HA3-AS1","P4HA3 antisense RNA 1","101928580","ENSG00000246211.2"
"","","0","ENSG00000246214.1"
"LINC01550","long intergenic non-protein coding RNA 1550","388011","ENSG00000246223.8"
"","","0","ENSG00000246225.6"
"CASC8","cancer susceptibility 8","727677","ENSG00000246228.6"
"","","0","ENSG00000246250.2"
"UBR5-AS1","UBR5 antisense RNA 1","101927221","ENSG00000246263.2"
"SBF2-AS1","SBF2 antisense RNA 1","283104","ENSG00000246273.6"
"","","0","ENSG00000246283.2"
"","","0","ENSG00000246308.1"
"","","0","ENSG00000246316.7"
"","","0","ENSG00000246323.2"
"","","0","ENSG00000246331.2"
"PRR7-AS1","PRR7 antisense RNA 1","340037","ENSG00000246334.2"
"EXTL3-AS1","EXTL3 antisense RNA 1","101929402","ENSG00000246339.5"
"","","0","ENSG00000246350.1"
"LINC02458","long intergenic non-protein coding RNA 2458","728084","ENSG00000246363.2"
"LACTB2-AS1","LACTB2 antisense RNA 1","286190","ENSG00000246366.6"
"PPM1K-DT","PPM1K divergent transcript","105369192","ENSG00000246375.2"
"","","0","ENSG00000246379.6"
"","","0","ENSG00000246394.7"
"","","0","ENSG00000246422.2"
"LINC00968","long intergenic non-protein coding RNA 968","100507632","ENSG00000246430.6"
"","","0","ENSG00000246448.2"
"","","0","ENSG00000246451.2"
"","","0","ENSG00000246465.1"
"","","0","ENSG00000246477.3"
"","","0","ENSG00000246523.7"
"LINC002481","long intergenic non-protein coding RNA 2481","339988","ENSG00000246526.2"
"","","0","ENSG00000246528.3"
"","","0","ENSG00000246541.2"
"LINC02288","long intergenic non-protein coding RNA 2288","283575","ENSG00000246548.3"
"UBE2D3-AS1","UBE2D3 antisense RNA 1","105377348","ENSG00000246560.2"
"","","0","ENSG00000246575.2"
"","","0","ENSG00000246582.2"
"","","0","ENSG00000246596.6"
"CACNA1C-AS1","CACNA1C antisense RNA 1",NA,"ENSG00000246627.6"
"PICART1","p53 inducible cancer associated RNA transcript 1","284080","ENSG00000246640.1"
"LINC00535","long intergenic non-protein coding RNA 535","642924","ENSG00000246662.6"
"RASSF8-AS1","RASSF8 antisense RNA 1","100506451","ENSG00000246695.7"
"H2AFJ","H2A histone family member J","55766","ENSG00000246705.4"
"","","0","ENSG00000246731.2"
"PLA2G4E-AS1","PLA2G4E antisense RNA 1","101928388","ENSG00000246740.2"
"RGMB-AS1","RGMB antisense RNA 1","503569","ENSG00000246763.6"
"ZCCHC23","zinc finger CCHC-type containing 23","645078","ENSG00000246774.1"
"","","0","ENSG00000246777.1"
"","","0","ENSG00000246790.2"
"","","0","ENSG00000246792.2"
"","","0","ENSG00000246820.2"
"","","0","ENSG00000246851.1"
"STARD4-AS1","STARD4 antisense RNA 1","100505678","ENSG00000246859.2"
"","","0","ENSG00000246863.2"
"LINC02466","long intergenic non-protein coding RNA 2466","101927282","ENSG00000246876.6"
"DNM1P35","dynamin 1 pseudogene 35","100128285","ENSG00000246877.1"
"","","0","ENSG00000246889.2"
"LINC00920","long intergenic non-protein coding RNA 920","100505865","ENSG00000246898.1"
"UBAP1L","ubiquitin associated protein 1 like","390595","ENSG00000246922.8"
"","","0","ENSG00000246982.6"
"SOCS2-AS1","SOCS2 antisense RNA 1","144481","ENSG00000246985.7"
"","","0","ENSG00000247011.2"
"","","0","ENSG00000247033.1"
"","","0","ENSG00000247049.2"
"PGAM5","PGAM family member 5, mitochondrial serine/threonine protein phosphatase","192111","ENSG00000247077.6"
"BAALC-AS1","BAALC antisense RNA 1","100499183","ENSG00000247081.7"
"SNHG10","small nucleolar RNA host gene 10","283596","ENSG00000247092.6"
"MIR210HG","MIR210 host gene","100506211","ENSG00000247095.2"
"","","0","ENSG00000247121.6"
"","","0","ENSG00000247130.2"
"","","0","ENSG00000247131.5"
"","","0","ENSG00000247134.6"
"","","0","ENSG00000247137.8"
"CSTF3-DT","CSTF3 divergent transcript","338739","ENSG00000247151.6"
"LINC01252","long intergenic non-protein coding RNA 1252","338817","ENSG00000247157.6"
"","","0","ENSG00000247193.2"
"","","0","ENSG00000247199.3"
"LINC01498","long intergenic non-protein coding RNA 1498","102723562","ENSG00000247213.6"
"","","0","ENSG00000247228.2"
"UBL7-AS1","UBL7 antisense RNA 1 (head to head)","440288","ENSG00000247240.7"
"ZBED5-AS1","ZBED5 antisense RNA 1","729013","ENSG00000247271.6"
"","","0","ENSG00000247287.2"
"","","0","ENSG00000247311.2"
"ZCCHC3","zinc finger CCHC-type containing 3","85364","ENSG00000247315.3"
"LY6E-DT","LY6E divergent transcript","100133669","ENSG00000247317.3"
"","","0","ENSG00000247324.2"
"","","0","ENSG00000247345.2"
"","","0","ENSG00000247363.2"
"","","0","ENSG00000247372.2"
"","","0","ENSG00000247373.3"
"PLUT","PDX1 associated lncRNA, upregulator of transcription",NA,"ENSG00000247381.2"
"DNAJC3-DT","DNAJC3 divergent transcript","100289274","ENSG00000247400.3"
"","","0","ENSG00000247402.2"
"","","0","ENSG00000247416.2"
"CARS-AS1","CARS antisense RNA 1",NA,"ENSG00000247473.2"
"GPRC5D-AS1","GPRC5D and HEBP1 antisense RNA 1",NA,"ENSG00000247498.9"
"MIR4458HG","MIR4458 host gene","100505738","ENSG00000247516.5"
"OIP5-AS1","OIP5 antisense RNA 1","729082","ENSG00000247556.6"
"SDCBPP2","syndecan binding protein pseudogene 2","100129960","ENSG00000247570.2"
"CKMT2-AS1","CKMT2 antisense RNA 1","100131067","ENSG00000247572.7"
"SPTY2D1OS","SPTY2D1 opposite strand","100506540","ENSG00000247595.4"
"TWF2","twinfilin actin binding protein 2","11344","ENSG00000247596.8"
"CPEB2-DT","CPEB2 divergent transcript","441009","ENSG00000247624.6"
"MARS2","methionyl-tRNA synthetase 2, mitochondrial","92935","ENSG00000247626.4"
"MTND4P12","MT-ND4 pseudogene 12","100293090","ENSG00000247627.2"
"LRP4-AS1","LRP4 antisense RNA 1","100507401","ENSG00000247675.6"
"","","0","ENSG00000247679.2"
"","","0","ENSG00000247699.2"
"STX18-AS1","STX18 antisense RNA 1 (head to head)","100507266","ENSG00000247708.7"
"","","0","ENSG00000247728.2"
"","","0","ENSG00000247732.2"
"","","0","ENSG00000247735.2"
"USP51","ubiquitin specific peptidase 51","158880","ENSG00000247746.4"
"","","0","ENSG00000247763.2"
"","","0","ENSG00000247765.2"
"PCED1B-AS1","PCED1B antisense RNA 1","100233209","ENSG00000247774.6"
"SNCA-AS1","SNCA antisense RNA 1","644248","ENSG00000247775.2"
"","","0","ENSG00000247796.2"
"NR2F2-AS1","NR2F2 antisense RNA 1","644192","ENSG00000247809.7"
"","","0","ENSG00000247810.6"
"TMEM161B-AS1","TMEM161B antisense RNA 1","100505894","ENSG00000247828.7"
"CCAT1","colon cancer associated transcript 1","100507056","ENSG00000247844.1"
"","","0","ENSG00000247853.2"
"","","0","ENSG00000247867.2"
"SPCS2P3","signal peptidase complex subunit 2 pseudogene 3","100288739","ENSG00000247872.2"
"","","0","ENSG00000247877.6"
"","","0","ENSG00000247903.1"
"HMGN1P12","high mobility group nucleosome binding domain 1 pseudogene 12",NA,"ENSG00000247911.3"
"","","0","ENSG00000247925.2"
"","","0","ENSG00000247934.4"
"SEC24B-AS1","SEC24B antisense RNA 1","100533182","ENSG00000247950.6"
"","","0","ENSG00000247970.2"
"LINC00926","long intergenic non-protein coding RNA 926","283663","ENSG00000247982.6"
"FOXD1-AS1","FOXD1 antisense RNA 1",NA,"ENSG00000247993.2"
"NRAV","negative regulator of antiviral response","100506668","ENSG00000248008.2"
"","","0","ENSG00000248015.6"
"FAM13A-AS1","FAM13A antisense RNA 1","285512","ENSG00000248019.2"
"","","0","ENSG00000248027.1"
"","","0","ENSG00000248029.2"
"UBA6-AS1","UBA6 antisense RNA 1 (head to head)","550112","ENSG00000248049.6"
"","","0","ENSG00000248050.1"
"DPH6-DT","DPH6 divergent transcript","100507466","ENSG00000248079.2"
"NNT-AS1","NNT antisense RNA 1","100652772","ENSG00000248092.7"
"BCKDHA","branched chain keto acid dehydrogenase E1, alpha polypeptide","593","ENSG00000248098.11"
"INSL3","insulin like 3","3640","ENSG00000248099.3"
"","","0","ENSG00000248100.2"
"","","0","ENSG00000248101.2"
"","","0","ENSG00000248103.1"
"TARS2P1","TARS2 pseudogene 1","100533844","ENSG00000248104.1"
"","","0","ENSG00000248105.1"
"","","0","ENSG00000248106.2"
"LINC02039","long intergenic non-protein coding RNA 2039","102546228","ENSG00000248107.1"
"MARCOL","MARCO like","105378220","ENSG00000248109.2"
"","","0","ENSG00000248112.1"
"","","0","ENSG00000248113.2"
"","","0","ENSG00000248114.1"
"","","0","ENSG00000248115.1"
"MINOS1P4","mitochondrial inner membrane organizing system 1 pseudogene 4","100462957","ENSG00000248117.1"
"LINC01019","long intergenic non-protein coding RNA 1019","285577","ENSG00000248118.1"
"","","0","ENSG00000248120.1"
"SMURF2P1","SMAD specific E3 ubiquitin protein ligase 2 pseudogene 1",NA,"ENSG00000248121.8"
"APOOP4","apolipoprotein O pseudogene 4","100128725","ENSG00000248122.1"
"RRN3P1","RRN3 homolog, RNA polymerase I transcription factor pseudogene 1","730092","ENSG00000248124.7"
"","","0","ENSG00000248125.1"
"","","0","ENSG00000248126.1"
"","","0","ENSG00000248127.1"
"","","0","ENSG00000248128.1"
"LINC01194","long intergenic non-protein coding RNA 1194","404663","ENSG00000248131.5"
"LINC02101","long intergenic non-protein coding RNA 2101","101928569","ENSG00000248132.2"
"MTND4LP22","MT-ND4L pseudogene 22",NA,"ENSG00000248133.1"
"","","0","ENSG00000248134.1"
"MTND6P8","MT-ND6 pseudogene 8","106480726","ENSG00000248136.1"
"","","0","ENSG00000248137.1"
"","","0","ENSG00000248138.5"
"CUL4AP1","cullin 4A pseudogene 1","100129008","ENSG00000248139.2"
"LINC02383","long intergenic non-protein coding RNA 2383","105374436","ENSG00000248143.1"
"ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide","126","ENSG00000248144.5"
"","","0","ENSG00000248145.1"
"","","0","ENSG00000248148.1"
"LINC02150","long intergenic non-protein coding RNA 2150","101929505","ENSG00000248150.1"
"","","0","ENSG00000248152.1"
"","","0","ENSG00000248155.1"
"BTG4P1","BTG anti-proliferation factor 4 pseudogene 1",NA,"ENSG00000248156.2"
"HSPA8P11","heat shock protein family A (Hsp70) member 8 pseudogene 11","392209","ENSG00000248159.1"
"","","0","ENSG00000248160.1"
"","","0","ENSG00000248161.5"
"","","0","ENSG00000248162.1"
"","","0","ENSG00000248165.1"
"TRIM39-RPP21","TRIM39-RPP21 readthrough","202658","ENSG00000248167.7"
"","","0","ENSG00000248170.1"
"","","0","ENSG00000248172.1"
"","","0","ENSG00000248173.5"
"LINC02268","long intergenic non-protein coding RNA 2268","101928509","ENSG00000248174.5"
"","","0","ENSG00000248176.1"
"GAPDHP60","glyceraldehyde-3-phosphate dehydrogenase pseudogene 60","2601","ENSG00000248180.1"
"LINC02283","long intergenic non-protein coding RNA 2283","105377656","ENSG00000248184.1"
"","","0","ENSG00000248185.1"
"","","0","ENSG00000248187.1"
"","","0","ENSG00000248188.2"
"PES1P1","pescadillo ribosomal biogenesis factor 1 pseudogene 1","345016","ENSG00000248191.1"
"ATG10-AS1","ATG10 antisense RNA 1",NA,"ENSG00000248192.1"
"","","0","ENSG00000248195.1"
"","","0","ENSG00000248196.1"
"LINC00290","long intergenic non-protein coding RNA 290","728081","ENSG00000248197.1"
"","","0","ENSG00000248199.1"
"","","0","ENSG00000248200.2"
"LINC02234","long intergenic non-protein coding RNA 2234",NA,"ENSG00000248202.1"
"","","0","ENSG00000248203.1"
"","","0","ENSG00000248205.1"
"","","0","ENSG00000248206.1"
"WDR45P1","WD repeat domain 45 pseudogene 1","594841","ENSG00000248208.1"
"","","0","ENSG00000248209.1"
"LINC02355","long intergenic non-protein coding RNA 2355","101927849","ENSG00000248210.1"
"TRPC7-AS1","TRPC7 antisense RNA 1",NA,"ENSG00000248211.1"
"CICP16","capicua transcriptional repressor pseudogene 16","100420203","ENSG00000248213.3"
"LINC02505","long intergenic non-protein coding RNA 2505","105374400","ENSG00000248215.5"
"KCTD9P5","potassium channel tetramerization domain containing 9 pseudogene 5","100422179","ENSG00000248216.1"
"STX18-IT1","STX18 intronic transcript 1",NA,"ENSG00000248221.1"
"","","0","ENSG00000248222.5"
"","","0","ENSG00000248223.1"
"LINC02513","long intergenic non-protein coding RNA 2513","105374410","ENSG00000248227.1"
"SLIT2-IT1","SLIT2 intronic transcript 1","100505893","ENSG00000248228.1"
"","","0","ENSG00000248229.1"
"KRT8P4","keratin 8 pseudogene 4","100509857","ENSG00000248231.1"
"","","0","ENSG00000248234.1"
"","","0","ENSG00000248235.6"
"","","0","ENSG00000248236.1"
"","","0","ENSG00000248237.2"
"LINC02438","long intergenic non-protein coding RNA 2438","107986264","ENSG00000248238.1"
"","","0","ENSG00000248240.1"
"","","0","ENSG00000248242.1"
"LINC02014","long intergenic non-protein coding RNA 2014","105374105","ENSG00000248243.1"
"","","0","ENSG00000248245.1"
"","","0","ENSG00000248249.1"
"","","0","ENSG00000248254.1"
"OCIAD1-AS1","OCIAD1 antisense RNA 1",NA,"ENSG00000248256.1"
"PSG10P","pregnancy specific beta-1-glycoprotein 10, pseudogene","653492","ENSG00000248257.7"
"MTND4LP31","MT-ND4L pseudogene 31",NA,"ENSG00000248259.1"
"","","0","ENSG00000248261.1"
"","","0","ENSG00000248262.1"
"","","0","ENSG00000248265.1"
"","","0","ENSG00000248266.1"
"","","0","ENSG00000248268.1"
"PGAM1P1","phosphoglycerate mutase 1 pseudogene 1","100130514","ENSG00000248271.1"
"TRIM52-AS1","TRIM52 antisense RNA 1 (head to head)","100507602","ENSG00000248275.1"
"SUMO2P17","SUMO2 pseudogene 17","100128010","ENSG00000248278.1"
"LINC02120","long intergenic non-protein coding RNA 2120","340113","ENSG00000248279.5"
"","","0","ENSG00000248281.1"
"MTCYBP44","MT-CYB pseudogene 44",NA,"ENSG00000248282.1"
"CCNL2P1","cyclin L2 pseudogene 1","100418743","ENSG00000248283.2"
"","","0","ENSG00000248285.1"
"","","0","ENSG00000248286.1"
"SCGB1D5P","secretoglobin family 1D member 5, pseudogene","100874258","ENSG00000248287.1"
"","","0","ENSG00000248288.1"
"TNXA","tenascin XA (pseudogene)","7146","ENSG00000248290.1"
"","","0","ENSG00000248293.1"
"","","0","ENSG00000248294.1"
"DDX43P1","DEAD-box helicase 43 pseudogene 1","100421307","ENSG00000248295.2"
"","","0","ENSG00000248296.1"
"LINC02360","long intergenic non-protein coding RNA 2360","105374484","ENSG00000248300.1"
"BNIP3P41","BCL2 interacting protein 3 pseudogene 41","101059988","ENSG00000248302.3"
"","","0","ENSG00000248305.1"
"LINC00616","long intergenic non-protein coding RNA 616","641365","ENSG00000248307.5"
"","","0","ENSG00000248308.1"
"MEF2C-AS1","MEF2C antisense RNA 1","101929423","ENSG00000248309.6"
"","","0","ENSG00000248311.1"
"CYP4F27P","cytochrome P450 family 4 subfamily F member 27, pseudogene",NA,"ENSG00000248313.1"
"MTND4LP2","MT-ND4L pseudogene 2",NA,"ENSG00000248315.1"
"","","0","ENSG00000248317.1"
"","","0","ENSG00000248318.1"
"LINC02275","long intergenic non-protein coding RNA 2275","100506085","ENSG00000248319.1"
"THAP12P9","THAP domain containing 12 pseudogene 9","100131309","ENSG00000248320.1"
"","","0","ENSG00000248322.1"
"LUCAT1","lung cancer associated transcript 1","100505994","ENSG00000248323.5"
"NOL8P1","nucleolar protein 8 pseudogene 1","402191","ENSG00000248327.1"
"MTCO3P28","MT-CO3 pseudogene 28",NA,"ENSG00000248328.1"
"APELA","apelin receptor early endogenous ligand","100506013","ENSG00000248329.5"
"LINC00613","long intergenic non-protein coding RNA 613","100507528","ENSG00000248330.5"
"TUB-AS1","TUB antisense RNA 1","101927917","ENSG00000248332.6"
"CDK11B","cyclin dependent kinase 11B","984","ENSG00000248333.8"
"WHAMMP2","WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2","440253","ENSG00000248334.6"
"","","0","ENSG00000248335.1"
"HMGN1P11","high mobility group nucleosome binding domain 1 pseudogene 11","644534","ENSG00000248336.1"
"","","0","ENSG00000248337.1"
"LINC02472","long intergenic non-protein coding RNA 2472","105374561","ENSG00000248338.1"
"LINC02504","long intergenic non-protein coding RNA 2504","101928288","ENSG00000248339.1"
"","","0","ENSG00000248340.2"
"","","0","ENSG00000248343.1"
"","","0","ENSG00000248346.1"
"","","0","ENSG00000248347.3"
"","","0","ENSG00000248349.1"
"","","0","ENSG00000248350.1"
"HSPD1P18","heat shock protein family D (Hsp60) member 1 pseudogene 18","100359397","ENSG00000248351.1"
"ARL2BPP6","ADP ribosylation factor like GTPase 2 binding protein pseudogene 6","100874421","ENSG00000248355.1"
"","","0","ENSG00000248356.1"
"","","0","ENSG00000248358.2"
"","","0","ENSG00000248359.1"
"LINC00504","long intergenic non-protein coding RNA 504",NA,"ENSG00000248360.7"
"","","0","ENSG00000248362.1"
"","","0","ENSG00000248363.5"
"OR7E86P","olfactory receptor family 7 subfamily E member 86 pseudogene","442104","ENSG00000248364.1"
"POU5F1P7","POU class 5 homeobox 1 pseudogene 7","100009669","ENSG00000248365.3"
"TRAJ51","T cell receptor alpha joining 51 (pseudogene)","28704","ENSG00000248366.1"
"","","0","ENSG00000248367.1"
"","","0","ENSG00000248369.1"
"LINC02434","long intergenic non-protein coding RNA 2434","105377606","ENSG00000248370.1"
"LINC02056","long intergenic non-protein coding RNA 2056","102477328","ENSG00000248371.5"
"","","0","ENSG00000248373.5"
"","","0","ENSG00000248374.1"
"","","0","ENSG00000248375.1"
"","","0","ENSG00000248376.2"
"HMGN1P9","high mobility group nucleosome binding domain 1 pseudogene",NA,"ENSG00000248377.1"
"","","0","ENSG00000248378.1"
"PCDHAC1","protocadherin alpha subfamily C, 1","56135","ENSG00000248383.4"
"TARM1","T cell-interacting, activating receptor on myeloid cells 1","441864","ENSG00000248385.7"
"","","0","ENSG00000248387.1"
"","","0","ENSG00000248388.5"
"LINC02064","long intergenic non-protein coding RNA 2064","101929681","ENSG00000248391.5"
"","","0","ENSG00000248393.1"
"FOSL1P1","FOS like 1, AP-1 transcription factor subunit pseudogene 1","100419062","ENSG00000248394.1"
"TOMM22P4","TOMM22 pseudogene 4",NA,"ENSG00000248396.1"
"LINC00498","long intergenic non-protein coding RNA 498",NA,"ENSG00000248397.1"
"","","0","ENSG00000248399.1"
"ST13P12","ST13, Hsp70 interacting protein pseudogene 12","100127911","ENSG00000248400.2"
"","","0","ENSG00000248401.2"
"NACAP6","NACA pseudogene 6","100132778","ENSG00000248403.1"
"PRR5-ARHGAP8","PRR5-ARHGAP8 readthrough","553158","ENSG00000248405.10"
"","","0","ENSG00000248406.1"
"LINC02469","long intergenic non-protein coding RNA 2469","105377301","ENSG00000248408.1"
"","","0","ENSG00000248409.1"
"GAPDHP61","glyceraldehyde 3 phosphate dehydrogenase pseudogene 61","729403","ENSG00000248415.1"
"","","0","ENSG00000248416.1"
"","","0","ENSG00000248417.1"
"UBL5P1","ubiquitin like 5 pseudogene 1","100130803","ENSG00000248418.2"
"","","0","ENSG00000248419.2"
"MTATP6P9","MT-ATP6 pseudogene 9",NA,"ENSG00000248420.1"
"","","0","ENSG00000248422.1"
"","","0","ENSG00000248423.1"
"OR51K1P","olfactory receptor family 51 subfamily K member 1 pseudogene","81278","ENSG00000248424.1"
"","","0","ENSG00000248425.1"
"","","0","ENSG00000248426.1"
"","","0","ENSG00000248428.1"
"FAM198B-AS1","FAM198B antisense RNA 1","285505","ENSG00000248429.5"
"HMGB3P16","high mobility group box 3 pseudogene 16",NA,"ENSG00000248430.1"
"","","0","ENSG00000248431.1"
"","","0","ENSG00000248432.1"
"","","0","ENSG00000248434.1"
"RPL23AP94","ribosomal protein L23a pseudogene 94",NA,"ENSG00000248439.2"
"","","0","ENSG00000248440.1"
"LINC01197","long intergenic non-protein coding RNA 1197","400456","ENSG00000248441.6"
"OR10J7P","olfactory receptor family 10 subfamily J member 7 pseudogene","391119","ENSG00000248442.2"
"","","0","ENSG00000248443.1"
"HNRNPA1P65","heterogeneous nuclear ribonucleoprotein A1 pseudogene 65",NA,"ENSG00000248444.1"
"SEMA6A-AS1","SEMA6A antisense RNA 1","101927233","ENSG00000248445.5"
"","","0","ENSG00000248447.2"
"COX5BP1","cytochrome c oxidase subunit 5B pseudogene 1","1330","ENSG00000248448.2"
"PCDHGB8P","protocadherin gamma subfamily B, 8 pseudogene","56120","ENSG00000248449.2"
"","","0","ENSG00000248452.2"
"LINC02217","long intergenic non-protein coding RNA 2217","101929544","ENSG00000248455.5"
"LINC02485","long intergenic non-protein coding RNA 2485","105377439","ENSG00000248456.1"
"LINC02220","long intergenic non-protein coding RNA 2220","105374658","ENSG00000248457.1"
"","","0","ENSG00000248458.2"
"","","0","ENSG00000248459.1"
"LINC02119","long intergenic non-protein coding RNA 2119","101929745","ENSG00000248461.1"
"NENFP3","neudesin neurotrophic factor pseudogene 3",NA,"ENSG00000248462.1"
"FGF10-AS1","FGF10 antisense RNA 1","101927075","ENSG00000248464.1"
"","","0","ENSG00000248466.1"
"","","0","ENSG00000248467.1"
"","","0","ENSG00000248468.1"
"","","0","ENSG00000248469.1"
"","","0","ENSG00000248471.2"
"DDX11L9","DEAD/H-box helicase 11 like 9","100288486","ENSG00000248472.8"
"LINC01962","long intergenic non-protein coding RNA 1962","102577426","ENSG00000248473.1"
"LINC02122","long intergenic non-protein coding RNA 2122","105379036","ENSG00000248474.1"
"","","0","ENSG00000248475.5"
"BACH1-IT1","BACH1 intronic transcript 1",NA,"ENSG00000248476.1"
"","","0","ENSG00000248477.6"
"","","0","ENSG00000248478.2"
"","","0","ENSG00000248479.1"
"","","0","ENSG00000248480.1"
"","","0","ENSG00000248482.1"
"POU5F2","POU domain class 5, transcription factor 2","134187","ENSG00000248483.6"
"","","0","ENSG00000248484.1"
"PCP4L1","Purkinje cell protein 4 like 1","654790","ENSG00000248485.1"
"LINC02149","long intergenic non-protein coding RNA 2149","101929454","ENSG00000248486.1"
"ABHD14A","abhydrolase domain containing 14A","25864","ENSG00000248487.8"
"PGAM4P2","phosphoglycerate mutase family member 4 pseudogene 2","100131611","ENSG00000248488.2"
